site,day_of_month,month,year,text,species,count
Platt Fields Park,23,January,2011,"LTT, Blue and Great Tits ",Great Tit,X
Platt Fields Park,4,April,2008,"Great Tit 2 ",Great Tit,2
Platt Fields Park,7,March,2008,"Great Tit ",Great Tit,X
Whitworth Park,1,December,2012,"1 Great tit ",Great Tit,1
Debdale Park/Gorton Reservoir,29,January,2017,"Great tit. ",Great Tit,X
Debdale Park/Gorton Reservoir,28,February,2016,"Coot,Blue/Great tit, Blackbird, Wood pigeon & Carrion Crow seen over the whole site. ",Great Tit,X
Debdale Park/Gorton Reservoir,20,February,2016,"Coot, Blackbird, Blue/Great Tit, Carrion Crow,Wood Pigeon seen over the entire site. ",Great Tit,X
Debdale Park/Gorton Reservoir,13,February,2016,"Blue/Great Tit, Blackbird, Carrion Crow, seen over the entire site. ",Great Tit,X
Debdale Park/Gorton Reservoir,7,February,2016,"Blue & Great Tit all long the foot paths. ",Great Tit,X
Debdale Park/Gorton Reservoir,29,September,2013,"2 Great Tit ",Great Tit,2
Clowes Park,3,March,2013,"canada goose, coots, moorhen, crows, grey heron, mallard, blue and great tits ",Great Tit,X
Clowes Park,15,May,2011,"1 Great tit ",Great Tit,1
Drinkwater Park,25,May,2011,"Also: Plenty of) Goldfinch, (Lots of) Great Tit, ",Great Tit,X
Drinkwater Park,13,May,2011,"Several Great Tits ",Great Tit,X
"Victoria Park, Stretford",15,January,2015,"Several Blue/ Great Tit ",Great Tit,X
"Victoria Park, Stretford",12,January,2015,"Several Blue/ Great Tits ",Great Tit,X
"Victoria Park, Stretford",2,November,2014,"2 Great Tit ",Great Tit,2
"Victoria Park, Stretford",29,September,2014,"Great Tit - 2 ",Great Tit,2
"Victoria Park, Stretford",14,September,2014,"4 Great Tit ",Great Tit,4
"Victoria Park, Stretford",23,April,2014,"Plenty on Blackbirds, Magpies & House Sparrows. Blackcap & Willow Warbler singing. Also Chaffinch, Goldcrest, Mistle Thrush and 2 Pied Wagtail on one of the bowling greens. Cormorants kept flying over as well, counted 4 - two singles and a duo. Nice to see Blue & Great Tits taking an interest in the nest boxes. ",Great Tit,2
Reddish Vale Country Park,9,October,2015," Nice walk today 11.20-12.20pm Mill pond 2 mute swans (4API & 4APH blue/white) & 4 cygnets Moorhen 3 Mallard 16 5 coots 2 black headed gulls Main lakes canada geese 60 mallard 74 embden geese 4 coot 30 moorhen 10 muscovey duck 1 tufted ducks 10 white farm duck 1 cormorants 4 black headed gulls 29 mute swans 2 (blue/white XU possibly 6 as last year had XU6, obscured view & green/white darvic CFC1) also crow, wren, robin, long tailed tits, great tits, magpie, collared dove ",Great Tit,11
Reddish Vale Country Park,15,March,2008,"7 great tits ",Great Tit,7
Reddish Vale Country Park,20,February,2008,"great tits, ",Great Tit,X
Reddish Vale Country Park,16,February,2008,"great tits, ",Great Tit,X
Worsley Woods,29,September,2018,"Coal, Blue, Great Tits noted as well as Nuthatch ",Great Tit,X
Worsley Woods,28,February,2017,"great tit 2 ",Great Tit,2
Worsley Woods,7,February,2016,"Lots of singing birds including Goldfinch, Blue tit, Great tit, Robin, Wren, Coal Tit, Chaffinch ",Great Tit,X
Worsley Woods,24,March,2015,"great tit 2 ",Great Tit,2
Worsley Woods,24,February,2015,"Great tit 6 ",Great Tit,6
Worsley Woods,3,December,2014,"Great tit 3 ",Great Tit,3
Worsley Woods,22,November,2013,"great tit ",Great Tit,X
Worsley Woods,27,April,2013,"Great Tit ",Great Tit,X
Worsley Woods,1,April,2013,"Great Tit ",Great Tit,X
Worsley Woods,12,March,2013,"Great titx2 ",Great Tit,2
Worsley Woods,12,January,2012,"Great tits ",Great Tit,X
Worsley Woods,19,May,2011,"2 parties of great tits feeding young ",Great Tit,2
Worsley Woods,6,May,2011,"36. Great Tit (18) ",Great Tit,36
Worsley Woods,1,May,2011,"4 Great tits ",Great Tit,4
Worsley Woods,22,April,2011,"Great tit (18) ",Great Tit,18
Worsley Woods,23,January,2011,"Lt tit flock, and also great tits and blue tits. ",Great Tit,X
Worsley Woods,30,October,2010,"2 great tit ",Great Tit,2
Worsley Woods,23,June,2010,"great tits ",Great Tit,X
Clayton Vale,18,October,2015,"Great tit ",Great Tit,X
Clayton Vale,10,May,2015,"Great Tit ",Great Tit,X
Clayton Vale,29,April,2015,"great tits, ",Great Tit,X
Clayton Vale,30,December,2013,"2 Great Tits ",Great Tit,2
Clayton Vale,4,May,2011,"Great Tit ",Great Tit,X
Clayton Vale,20,June,2010,"7 Great Tit (family group) ",Great Tit,7
Clayton Vale,19,April,2010,"Great tit ",Great Tit,X
Clayton Vale,18,April,2010,"Swallows are back, Lapwings appear to be settled, possibly 6 or 7 pairs, 3 or 4 Pheasants (never saw any 5 years ago), 2 Herons, Pair of Great Crested Grebes on Crime Lake, G S Woodpeckers from 3 locations, Kestrel, Sparrowhawk, Coal Tits and Great Tits with nesting material, 3 Song Thrushes, Mistle Thrushes have fledged and left the nest from 1 location, Mute Swans not on a nest yet. ",Great Tit,6
Clayton Vale,13,April,2010,"5 great tit ",Great Tit,5
Clayton Vale,7,March,2010,"great tits ",Great Tit,X
Clayton Vale,4,March,2010,"Great Tit ",Great Tit,X
Clayton Vale,6,January,2010,"loads of blue and great tits ",Great Tit,X
Clayton Vale,30,November,2006," 20+ Gold Finches - 10 Green Finches - m & f Bullfinch - 10+ Blue Tit - 10+ Great Tit - 20+ Collared Doves ",Great Tit,20
Boggart Hole,16,February,2013,"Great Tit ",Great Tit,X
Boggart Hole,2,February,2013,"Blue and great tits heard ",Great Tit,X
Boggart Hole,28,November,2012,"Nothing much else apart from odd blue and great tit. ",Great Tit,X
Boggart Hole,7,February,2012," Dunnock, Robin, Blackbird, Blue and Great Tit, Goldfinch (loads!) Mistle Thrush, House Sparrow, Magpie, Carrion Crow, Wood Pigeon all seen around the Clough and environs today. ",Great Tit,X
Boggart Hole,19,June,2011,"1 Grey Wagtail, Lots of Wrens and a few Robins, and the usual Blue Tits and Great Tits. ",Great Tit,1
Boggart Hole,19,May,2011,"Sev. Song thrush, Coal Tit, Blue Tit, Great Tit, Robin and Wren. ",Great Tit,X
Boggart Hole,3,May,2011,"Blue Tits and Great Tits aplenty ",Great Tit,X
Boggart Hole,19,December,2010,"2 great tits, ",Great Tit,2
Boggart Hole,2,February,2008,"Plenty of birds in song - singles of Song & Mistle Thrush - several of each for Dunnock, Great Tit, Blue Tit, Robin and Wren. ",Great Tit,X
Blackley Forest,2,January,2017," -Great tit 15> ",Great Tit,15
Blackley Forest,28,December,2012,"- c6 Great Tit ",Great Tit,6
Blackley Forest,19,February,2011,"Blue Tits/Great Tits ",Great Tit,X
Blackley Forest,15,February,2011,"Blue Tits/Great Tits ",Great Tit,X
"Philips Park, Prestwich",18,February,2014,"plus lots of Blue Tits, Great Tits, Magpies, Woodpigeons, Carrion Crows and Mallards. ",Great Tit,X
"Philips Park, Prestwich",1,December,2012,"Great Tit 4 ",Great Tit,4
"Philips Park, Prestwich",10,November,2012,"Great Tit 3 ",Great Tit,3
"Philips Park, Prestwich",20,March,2012,"Great Tit 8 ",Great Tit,8
"Philips Park, Prestwich",25,February,2012,"Great Tit 10 ",Great Tit,10
"Philips Park, Prestwich",23,November,2011,"Great tits 4 ",Great Tit,4
"Philips Park, Prestwich",16,November,2011,"Great Tits 2 ",Great Tit,2
Ashton Moss,11,June,2018,"3 broods of calling Great Tit spread out around the perimeter ",Great Tit,3
Ashton Moss,13,August,2017,"Mixed flock of mainly Willow Warbler perhaps 10+, with Whitethroat, Long-tailed Tit and Great Tit. ",Great Tit,10
Ashton Moss,19,January,2016," dove and two great tits.Also a female reed bunting by the pond near Mockridge nursery ,a wren and the usuals. ",Great Tit,X
Ashton Moss,8,March,2015,"plus great tit, magpie and a skylark singing ",Great Tit,X
Ashton Moss,15,April,2010,"Great Tit ",Great Tit,X
Ashton Moss,17,March,2010,"great tit ",Great Tit,X
Ashton Moss,16,March,2010,"Great Tit ",Great Tit,X
Ashton Moss,6,March,2010,"8+ Great Tit ",Great Tit,8
Ashton Moss,1,March,2010,"2 great tit ",Great Tit,2
Ashton Moss,10,January,2010,"1 great tit ",Great Tit,1
Ashton Moss,24,December,2009,"magpie, canada geese (85+), kestrel (2) starlings, blackbirds, greenfinch, carrion crow, B.H.gull, wren, herring gull, collard dove robin, goldfinch, long tailed tit (20+) great tit, mistle thrush. ",Great Tit,85
Ashton Moss,11,October,2009,"robin,wood pigeon,pied wagtail,great tit,blue tit,collard dove,wren mistle thrush reed bunting. ",Great Tit,X
Ashton Moss,12,July,2009,"jackdaw,great tit, long tailed tit, kestrel, have put orange coloured feeder in first bush half way up lane ",Great Tit,X
Ashton Moss,3,May,2009,"has any one seen any birds at the feeding station we have only seen 1 great tit but the feed is going some where ",Great Tit,1
Ashton Moss,26,April,2009,"Great Tit ",Great Tit,X
Ashton Moss,15,March,2009,"Great Tit ",Great Tit,X
Ashton Moss,7,March,2009,"Great Tit ",Great Tit,X
Ashton Moss,14,February,2009,"Great Tit ",Great Tit,X
Ashton Moss,3,June,2008,"blue and great tits ",Great Tit,X
Queen's Park,24,June,2013,"Mistle Thrushes, Blackbirds, Great Tit, Blue Tit, Long Tailed Tit, Wren, Goldfinches, Magpies, Wood Pigeon all either seen or heard ",Great Tit,X
Queen's Park,21,September,2011,"Also seen in the Park: Great Tits, Long Tailed Tit party, Goldfinch flock (ten at least), few Wren, Blackbirds, Magpies, and a few Wood Pigeon. ",Great Tit,X
Queen's Park,15,June,2011,"Wrens, Great Tits, Blue Tits, Wood Pigeons and several strident mistle thrushes; a dozen or so Swifts were tumbling about in the sky above the vale itself. Good to be back birding! ",Great Tit,X
Queen's Park,24,May,2011,"6+ Great Tit in two flocks plus more single birds. ",Great Tit,6
Debdale Park,29,January,2017,"Great tit. ",Great Tit,X
Debdale Park,28,February,2016,"Coot,Blue/Great tit, Blackbird, Wood pigeon & Carrion Crow seen over the whole site. ",Great Tit,X
Debdale Park,20,February,2016,"Coot, Blackbird, Blue/Great Tit, Carrion Crow,Wood Pigeon seen over the entire site. ",Great Tit,X
Debdale Park,13,February,2016,"Blue/Great Tit, Blackbird, Carrion Crow, seen over the entire site. ",Great Tit,X
Debdale Park,7,February,2016,"Blue & Great Tit all long the foot paths. ",Great Tit,X
Debdale Park,29,September,2013,"2 Great Tit ",Great Tit,2
Winton Park,8,January,2017,"Great Tit x 2 ",Great Tit,2
Winton Park,8,October,2016,"Great Tit x 2 ",Great Tit,2
Winton Park,22,May,2016,"Great Tit x 2 ",Great Tit,2
Winton Park,3,April,2016,"Great Tit x 1 ",Great Tit,1
Winton Park,26,March,2016,"Great Tit x 2 ",Great Tit,2
Winton Park,20,March,2016,"Great Tit x 2 ",Great Tit,2
Winton Park,27,February,2016,"Great Tit x 2 ",Great Tit,2
Winton Park,14,February,2016,"Great Tit x 1 ",Great Tit,1
Winton Park,7,February,2016,"Great Tit x 1 ",Great Tit,1
Winton Park,24,January,2016,"Great Tit x 4 ",Great Tit,4
Winton Park,17,January,2016,"Great Tit x 4 ",Great Tit,4
Winton Park,27,December,2015,"Great Tit x 4 ",Great Tit,4
Winton Park,28,November,2015,"Great Tit x 1 ",Great Tit,1
Winton Park,22,November,2015,"Great Tit x 2 ",Great Tit,2
Winton Park,18,October,2015,"Great Tit x 1 ",Great Tit,1
Winton Park,26,September,2015,"Great Tit x 2 ",Great Tit,2
Winton Park,23,August,2015,"Great Tit (heard) ",Great Tit,X
Winton Park,16,August,2015,"Great Tit ",Great Tit,X
Winton Park,10,May,2015,"Great Tit ",Great Tit,X
Winton Park,25,April,2015,"Great Tit ",Great Tit,X
Winton Park,11,April,2015,"Great Tit x 2 ",Great Tit,2
Winton Park,4,April,2015,"Great Tits ",Great Tit,X
Winton Park,7,March,2015,"Great Tit ",Great Tit,X
Winton Park,28,February,2015,"Great Tit ",Great Tit,X
Winton Park,22,February,2015,"Great Tit ",Great Tit,X
Winton Park,21,February,2015,"Great Tit ",Great Tit,X
Winton Park,15,February,2015,"Great Tit ",Great Tit,X
Winton Park,14,February,2015,"Great Tit x 3 ",Great Tit,3
Winton Park,8,February,2015,"Great Tit x 1 ",Great Tit,1
Winton Park,1,February,2015,"Great Tit x 2 ",Great Tit,2
Winton Park,31,January,2015,"Great Tit x 3 ",Great Tit,3
Winton Park,24,January,2015,"Great Tit x 1 ",Great Tit,1
Winton Park,22,November,2014,"Great Tits ",Great Tit,X
Winton Park,15,November,2014,"Great Tit ",Great Tit,X
Winton Park,9,November,2014,"Great Tit x 3 ",Great Tit,3
Winton Park,31,August,2014,"Great Tits ",Great Tit,X
Winton Park,31,May,2014,"Great Tit ",Great Tit,X
Winton Park,17,February,2014,"Great Tit ",Great Tit,X
"Victoria Park, Swinton",30,December,2012,"Small flock of 3 Greenfinch, 2 Siskin, Great tit, 4 Goldfinch together ",Great Tit,3
Brookdale Park,29,May,2012,"Great Tit ",Great Tit,X
Brookdale Park,24,May,2011,"Also single juvenile Great Spotted Woodpecker. From observations - very recently fledged as it appeared quite ungainly when it tried to move about the tree that I finally managed to locate it in after a 15 minute search - but no sign of any parents. Plenty of sightings of Chaffinch breeding activity - a male feeding 2 fledged juveniles and in different parts of the park - a female feeding a single juvenile and another was nest building. Pair of Magpies with a single fledged young. Family party of 4 Mistle Thrush - 2 adults and 2 independently feeding juveniles. Family parties of Blue and Great Tits - some just out of nests and other nestlings ready to fledge soon heard calling loudly from holes in walls, nest boxes etc. Family party of Long-tailed Tits. ",Great Tit,15
Brookdale Park,4,May,2011,"Great Tit ",Great Tit,X
Alexandra Park,15,March,2017," 10:30 last night - male Tawny Owl hooting repeatedly for some time at the Demesne Road end of the park ",Tawny Owl,10
Alexandra Park,24,November,2016," At 4:30am today, female Tawny Owl heard calling in the Park (kevick) repeatedly, close to Demesne Road and then the calls receded further north. Magpies immediately kicked up a rattle of alarm calls that went on for nearly half an hour, although I didn't hear the owl again. ",Tawny Owl,4
Alexandra Park,20,July,2016," Yesterday (Tue 19 Jul 2016) saw the usual Park pond residents - 4 mute Swan, Canada Goose, Mallard, Tufted, Coot, Moorhen, 4 Terrapins, with Feral Pigeons, a couple of Carrion Crows and a few Blackheaded Gulls flying over. And, of course, Ringnecked Parakeets all around. Difficult to count now that the leaves are hiding them, but there hasn't been a single day without hearing or seeing them since I moved here in January. 4 flew past last month, 2 of which had shorter tails and were presumably juveniles. Last night at 10.30, I heard a Tawny Owl for the first time here. ",Tawny Owl,19
Alexandra Park,31,March,2009," Tawny Owl calling last night after dark. ",Tawny Owl,X
Alexandra Park,9,May,2008,"Declan: can you make sure you enter up the Tawny Owl on the Atlas website? Not many people are doing nocturnal or crepuscular (great word that!) visits and we risk under-recording Tawny Owls, etc. Don't suppose you get many Nightjars though... ",Tawny Owl,X
Alexandra Park,8,May,2008,"Tawny Owl - 1 ",Tawny Owl,1
Sale Water Park,13,October,2014,"2 Tawny owls calling at dusk ",Tawny Owl,2
Sale Water Park,13,December,2010,"Tawny Owl seen 1 ",Tawny Owl,1
Chorlton Water Park,1,October,2018," Pre sunrise visit. Tawny Owl over car park at 06.05. One calling for 20 minutes near Bailey Bridge until 06.30. Kingfisher, Drake mandarin and 2 Gadwall were all I could make out amongst the mist, but plenty of wildfowl flying about. ",Tawny Owl,06
Chorlton Water Park,25,September,2017," Morning Visit. Tawny Owl 1 Mute swan 2 adults 7 cygents Canada Geese 26 Cormorants 5 Ring necked parakeets 5 Nuthatch 2 Goldcrest 4 BH Gull 120 Coots 100 + Moorhen 30 + Jay 3 Blue Tit 9 Great Tit 11 Long tailed Tit 15 Keep Birding ",Tawny Owl,1
Chorlton Water Park,23,October,2015," First light this morning Tawny Owl over kenworthy fields. ",Tawny Owl,X
Chorlton Water Park,26,September,2014,"2 Tawny Owls just before dawn ",Tawny Owl,2
Chorlton Water Park,27,February,2013,"tawny owl heard ",Tawny Owl,X
Chorlton Water Park,8,October,2012,"Both male and female Tawny Owls calling regularly at 8.30pm. Male favouring Barlow Tip. Female over at Kenworthy and in ""Conservation"" Pond area. ",Tawny Owl,8
Chorlton Water Park,2,September,2011," Tawny Owl out at 8pm last night. Flew across the river 100 yds downstream of Bailey Bridge. ",Tawny Owl,8
Chorlton Water Park,28,January,2011," 2 male Tawny Owl's calling at 6.30am. 1 just past substation - Sale Golf Club, other nr CWP car park. ",Tawny Owl,2
Chorlton Water Park,28,November,2010,"1 Tawny Owl at 8.30pm ",Tawny Owl,1
Chorlton Water Park,23,November,2010,"1 Tawny Owl (female) - CWP adjacent to Bailey Bridge, also heard at 6.30am ",Tawny Owl,1
Chorlton Water Park,13,October,2010,"2 Tawny Owls at 8.30pm ",Tawny Owl,2
Chorlton Water Park,18,February,2009,"1 Tawny Owl ",Tawny Owl,1
Chorlton Water Park,17,February,2009,"1 Tawny Owl ",Tawny Owl,1
